Local time,Open,High,Low,Close,Volume
20.08.2025 11:57:00.000 GMT+0200,3326.399,3326.399,3325.345,3325.815,88810
20.08.2025 11:58:00.000 GMT+0200,3325.815,3326.215,3325.735,3325.975,22050
20.08.2025 11:59:00.000 GMT+0200,3325.975,3326.165,3325.825,3326.015,16590
20.08.2025 12:00:00.000 GMT+0200,3325.995,3326.135,3325.605,3325.715,29940
20.08.2025 12:01:00.000 GMT+0200,3325.665,3326.255,3325.665,3326.205,31200
20.08.2025 12:02:00.000 GMT+0200,3326.185,3326.248,3326.048,3326.175,28440
20.08.2025 12:03:00.000 GMT+0200,3326.248,3326.548,3325.725,3325.805,31560
20.08.2025 12:04:00.000 GMT+0200,3325.748,3326.448,3325.748,3325.848,29190
20.08.2025 12:05:00.000 GMT+0200,3325.855,3326.448,3325.848,3326.165,28890
20.08.2025 12:06:00.000 GMT+0200,3326.148,3326.215,3326.075,3326.125,10080
20.08.2025 12:07:00.000 GMT+0200,3326.135,3326.135,3325.048,3325.255,27090
20.08.2025 12:08:00.000 GMT+0200,3325.255,3325.895,3325.255,3325.848,20070
20.08.2025 12:09:00.000 GMT+0200,3325.848,3326.295,3325.805,3326.205,18870
20.08.2025 12:10:00.000 GMT+0200,3326.148,3326.565,3325.848,3326.148,16020
20.08.2025 12:11:00.000 GMT+0200,3326.175,3326.948,3326.105,3326.125,27000
20.08.2025 12:12:00.000 GMT+0200,3326.125,3326.298,3325.865,3325.898,21990
20.08.2025 12:13:00.000 GMT+0200,3325.898,3326.215,3325.885,3326.135,21690
20.08.2025 12:14:00.000 GMT+0200,3326.145,3326.245,3325.398,3325.598,37410
20.08.2025 12:15:00.000 GMT+0200,3325.625,3325.998,3325.315,3325.355,39540
20.08.2025 12:16:00.000 GMT+0200,3325.298,3325.925,3325.298,3325.815,36690
20.08.2025 12:17:00.000 GMT+0200,3325.815,3326.305,3325.698,3325.698,31620
20.08.2025 12:18:00.000 GMT+0200,3325.698,3325.898,3325.698,3325.798,23640
20.08.2025 12:19:00.000 GMT+0200,3325.805,3325.835,3325.248,3325.465,43080
20.08.2025 12:20:00.000 GMT+0200,3325.479,3325.515,3324.565,3324.765,68210
20.08.2025 12:21:00.000 GMT+0200,3324.848,3325.005,3324.795,3324.898,51090
20.08.2025 12:22:00.000 GMT+0200,3324.949,3324.979,3324.378,3324.398,54660
20.08.2025 12:23:00.000 GMT+0200,3324.398,3324.398,3323.688,3323.688,67540
20.08.2025 12:24:00.000 GMT+0200,3323.678,3325.315,3323.625,3324.915,69090
20.08.2025 12:25:00.000 GMT+0200,3324.915,3325.755,3324.915,3325.645,29940
20.08.2025 12:26:00.000 GMT+0200,3325.615,3326.505,3324.999,3325.198,80790
20.08.2025 12:27:00.000 GMT+0200,3325.178,3325.849,3325.029,3325.779,42840
20.08.2025 12:28:00.000 GMT+0200,3325.789,3326.129,3325.749,3325.799,56790
20.08.2025 12:29:00.000 GMT+0200,3325.655,3326.659,3325.608,3326.619,56940
20.08.2025 12:30:00.000 GMT+0200,3326.685,3327.598,3326.629,3326.729,78450
20.08.2025 12:31:00.000 GMT+0200,3326.729,3327.459,3326.729,3327.219,67470
20.08.2025 12:32:00.000 GMT+0200,3327.239,3327.329,3326.809,3327.015,46080
20.08.2025 12:33:00.000 GMT+0200,3326.965,3327.535,3326.965,3327.215,43710
20.08.2025 12:34:00.000 GMT+0200,3327.245,3327.729,3326.915,3326.915,29130
20.08.2025 12:35:00.000 GMT+0200,3326.948,3327.059,3326.548,3326.948,36300
20.08.2025 12:36:00.000 GMT+0200,3326.948,3327.148,3326.208,3326.829,29760
20.08.2025 12:37:00.000 GMT+0200,3326.789,3327.218,3326.598,3326.678,26460
20.08.2025 12:38:00.000 GMT+0200,3326.678,3327.008,3326.525,3327.008,25890
20.08.2025 12:39:00.000 GMT+0200,3327.008,3327.328,3326.515,3326.815,19350
20.08.2025 12:40:00.000 GMT+0200,3326.815,3326.998,3326.445,3326.568,10830
20.08.2025 12:41:00.000 GMT+0200,3326.578,3326.925,3326.525,3326.525,17730
20.08.2025 12:42:00.000 GMT+0200,3326.478,3326.719,3326.475,3326.685,15090
20.08.2025 12:43:00.000 GMT+0200,3326.685,3326.685,3325.905,3325.968,22800
20.08.2025 12:44:00.000 GMT+0200,3325.975,3326.915,3325.935,3326.878,26400
20.08.2025 12:45:00.000 GMT+0200,3326.878,3327.255,3326.805,3327.099,26400
20.08.2025 12:46:00.000 GMT+0200,3327.095,3327.315,3326.528,3326.688,23820
20.08.2025 12:47:00.000 GMT+0200,3326.698,3326.779,3326.215,3326.348,24720
20.08.2025 12:48:00.000 GMT+0200,3326.305,3326.778,3326.305,3326.579,16170
20.08.2025 12:49:00.000 GMT+0200,3326.578,3327.098,3326.478,3326.805,14340
20.08.2025 12:50:00.000 GMT+0200,3326.835,3326.898,3325.995,3326.435,18360
20.08.2025 12:51:00.000 GMT+0200,3326.465,3326.805,3326.395,3326.588,9960
20.08.2025 12:52:00.000 GMT+0200,3326.638,3326.655,3325.335,3325.668,23370
20.08.2025 12:53:00.000 GMT+0200,3325.668,3325.755,3325.558,3325.678,12780
20.08.2025 12:54:00.000 GMT+0200,3325.665,3325.885,3325.595,3325.858,15030
20.08.2025 12:55:00.000 GMT+0200,3325.858,3325.898,3325.585,3325.848,11280
20.08.2025 12:56:00.000 GMT+0200,3325.848,3325.955,3325.595,3325.748,12120
20.08.2025 12:57:00.000 GMT+0200,3325.748,3325.858,3325.478,3325.668,9660
20.08.2025 12:58:00.000 GMT+0200,3325.668,3325.978,3325.545,3325.878,10230
20.08.2025 12:59:00.000 GMT+0200,3325.868,3326.438,3325.778,3326.385,15030
20.08.2025 13:00:00.000 GMT+0200,3326.215,3326.938,3326.075,3326.328,27540
20.08.2025 13:01:00.000 GMT+0200,3326.328,3326.528,3326.118,3326.418,19960
20.08.2025 13:02:00.000 GMT+0200,3326.428,3326.428,3325.588,3325.878,29400
20.08.2025 13:03:00.000 GMT+0200,3325.819,3326.049,3325.545,3325.558,29670
20.08.2025 13:04:00.000 GMT+0200,3325.558,3326.439,3325.558,3326.275,23790
20.08.2025 13:05:00.000 GMT+0200,3326.279,3327.498,3326.258,3327.339,46650
20.08.2025 13:06:00.000 GMT+0200,3327.319,3327.628,3326.938,3326.938,37350
20.08.2025 13:07:00.000 GMT+0200,3326.965,3327.745,3326.775,3327.469,27660
20.08.2025 13:08:00.000 GMT+0200,3327.525,3328.195,3327.525,3327.955,30150
20.08.2025 13:09:00.000 GMT+0200,3328.048,3328.425,3327.935,3328.205,25770
20.08.2025 13:10:00.000 GMT+0200,3328.205,3328.505,3327.448,3327.548,22860
20.08.2025 13:11:00.000 GMT+0200,3327.569,3328.048,3327.198,3327.488,44490
20.08.2025 13:12:00.000 GMT+0200,3327.498,3328.725,3327.295,3328.695,35130
20.08.2025 13:13:00.000 GMT+0200,3328.665,3328.905,3328.125,3328.815,43160
20.08.2025 13:14:00.000 GMT+0200,3328.815,3328.855,3327.948,3328.765,49560
20.08.2025 13:15:00.000 GMT+0200,3328.795,3329.198,3328.598,3328.948,55340
20.08.2025 13:16:00.000 GMT+0200,3328.948,3329.148,3328.639,3329.048,30240
20.08.2025 13:17:00.000 GMT+0200,3329.048,3330.018,3329.048,3329.958,50370
20.08.2025 13:18:00.000 GMT+0200,3329.968,3330.478,3328.475,3328.759,91410
20.08.2025 13:19:00.000 GMT+0200,3328.748,3329.179,3328.309,3328.965,40080
20.08.2025 13:20:00.000 GMT+0200,3328.945,3329.048,3328.465,3328.875,14100
20.08.2025 13:21:00.000 GMT+0200,3328.875,3329.615,3328.825,3329.465,15570
20.08.2025 13:22:00.000 GMT+0200,3329.465,3329.905,3329.445,3329.485,19980
20.08.2025 13:23:00.000 GMT+0200,3329.475,3329.525,3328.955,3329.195,15420
20.08.2025 13:24:00.000 GMT+0200,3329.195,3329.775,3329.175,3329.435,12000
20.08.2025 13:25:00.000 GMT+0200,3329.405,3329.865,3329.285,3329.795,19470
20.08.2025 13:26:00.000 GMT+0200,3329.845,3330.415,3329.835,3330.295,22860
20.08.2025 13:27:00.000 GMT+0200,3330.295,3330.615,3330.195,3330.525,18060
20.08.2025 13:28:00.000 GMT+0200,3330.548,3330.765,3330.148,3330.555,21870
20.08.2025 13:29:00.000 GMT+0200,3330.555,3330.998,3330.498,3330.685,33390
20.08.2025 13:30:00.000 GMT+0200,3330.665,3330.665,3329.775,3329.775,47760
20.08.2025 13:31:00.000 GMT+0200,3329.725,3330.665,3329.725,3330.385,31830
20.08.2025 13:32:00.000 GMT+0200,3330.415,3330.675,3330.265,3330.345,15030
20.08.2025 13:33:00.000 GMT+0200,3330.345,3330.705,3330.345,3330.665,14790
20.08.2025 13:34:00.000 GMT+0200,3330.645,3330.895,3330.235,3330.635,16740
20.08.2025 13:35:00.000 GMT+0200,3330.595,3330.695,3330.005,3330.665,24450
20.08.2025 13:36:00.000 GMT+0200,3330.635,3331.035,3330.595,3330.835,16140
20.08.2025 13:37:00.000 GMT+0200,3330.805,3331.035,3330.735,3331.005,13230
20.08.2025 13:38:00.000 GMT+0200,3331.105,3331.445,3329.905,3330.055,48960
20.08.2025 13:39:00.000 GMT+0200,3330.035,3330.728,3329.718,3330.345,90910
20.08.2025 13:40:00.000 GMT+0200,3330.375,3330.685,3329.895,3330.005,75270
20.08.2025 13:41:00.000 GMT+0200,3330.065,3330.098,3329.345,3329.855,112520
20.08.2025 13:42:00.000 GMT+0200,3329.845,3330.348,3329.615,3329.645,63300
20.08.2025 13:43:00.000 GMT+0200,3329.655,3329.835,3329.435,3329.645,67410
20.08.2025 13:44:00.000 GMT+0200,3329.605,3329.705,3328.735,3328.745,59730
20.08.2025 13:45:00.000 GMT+0200,3328.775,3329.405,3328.775,3329.195,49710
20.08.2025 13:46:00.000 GMT+0200,3329.198,3329.595,3329.175,3329.485,40170
20.08.2025 13:47:00.000 GMT+0200,3329.525,3329.565,3328.935,3328.998,42450
20.08.2025 13:48:00.000 GMT+0200,3329.045,3329.965,3328.798,3329.885,68700
20.08.2025 13:49:00.000 GMT+0200,3329.715,3330.075,3329.395,3329.745,94270
20.08.2025 13:50:00.000 GMT+0200,3329.805,3330.235,3329.595,3330.235,48270
20.08.2025 13:51:00.000 GMT+0200,3330.235,3330.365,3329.655,3330.255,67320
20.08.2025 13:52:00.000 GMT+0200,3330.295,3330.985,3330.198,3330.765,135800
20.08.2025 13:53:00.000 GMT+0200,3330.758,3330.978,3329.999,3330.639,129840
20.08.2025 13:54:00.000 GMT+0200,3330.629,3330.945,3330.255,3330.655,31110
20.08.2025 13:55:00.000 GMT+0200,3330.615,3330.898,3330.398,3330.698,28320
20.08.2025 13:56:00.000 GMT+0200,3330.699,3332.448,3330.698,3332.155,56580
20.08.2025 13:57:00.000 GMT+0200,3332.149,3332.165,3331.015,3331.559,70290
20.08.2025 13:58:00.000 GMT+0200,3331.559,3332.599,3331.455,3332.425,74370
20.08.2025 13:59:00.000 GMT+0200,3332.405,3332.738,3332.005,3332.095,39270
20.08.2025 14:00:00.000 GMT+0200,3332.275,3332.865,3331.865,3332.188,34860
20.08.2025 14:01:00.000 GMT+0200,3332.105,3333.035,3332.105,3332.605,26760
20.08.2025 14:02:00.000 GMT+0200,3332.585,3332.835,3332.245,3332.665,13800
20.08.2025 14:03:00.000 GMT+0200,3332.788,3333.655,3332.788,3333.405,24150
20.08.2025 14:04:00.000 GMT+0200,3333.315,3334.385,3333.185,3334.348,28860
20.08.2025 14:05:00.000 GMT+0200,3334.365,3334.675,3333.458,3333.865,35610
20.08.2025 14:06:00.000 GMT+0200,3333.888,3334.798,3333.425,3333.455,34440
20.08.2025 14:07:00.000 GMT+0200,3333.458,3333.645,3332.975,3333.415,30180
20.08.2025 14:08:00.000 GMT+0200,3333.455,3334.135,3333.275,3334.135,17580
20.08.2025 14:09:00.000 GMT+0200,3334.105,3334.335,3333.955,3334.175,12780
20.08.2025 14:10:00.000 GMT+0200,3334.195,3334.335,3333.145,3333.245,13380
20.08.2025 14:11:00.000 GMT+0200,3333.225,3334.385,3333.195,3334.095,26910
20.08.2025 14:12:00.000 GMT+0200,3334.095,3335.075,3333.995,3334.715,24270
20.08.2025 14:13:00.000 GMT+0200,3334.745,3335.205,3334.565,3334.695,15480
20.08.2025 14:14:00.000 GMT+0200,3334.725,3335.265,3334.725,3334.815,11610
20.08.2025 14:15:00.000 GMT+0200,3334.715,3335.225,3334.615,3335.135,16320
20.08.2025 14:16:00.000 GMT+0200,3335.135,3335.225,3334.505,3335.115,14730
20.08.2025 14:17:00.000 GMT+0200,3335.135,3335.845,3334.945,3335.805,15720
20.08.2025 14:18:00.000 GMT+0200,3335.805,3335.905,3335.255,3335.535,13860
20.08.2025 14:19:00.000 GMT+0200,3335.495,3336.545,3335.365,3336.365,19320
20.08.2025 14:20:00.000 GMT+0200,3336.405,3338.185,3336.405,3337.505,38490
20.08.2025 14:21:00.000 GMT+0200,3337.485,3337.875,3336.395,3336.425,45640
20.08.2025 14:22:00.000 GMT+0200,3336.395,3337.075,3336.085,3336.145,20790
20.08.2025 14:23:00.000 GMT+0200,3336.215,3336.795,3335.485,3336.748,34950
20.08.2025 14:24:00.000 GMT+0200,3336.655,3336.975,3335.865,3336.918,48060
20.08.2025 14:25:00.000 GMT+0200,3336.928,3338.135,3336.855,3337.735,29880
20.08.2025 14:26:00.000 GMT+0200,3337.705,3338.075,3337.235,3337.298,28320
20.08.2025 14:27:00.000 GMT+0200,3337.265,3337.905,3336.938,3337.585,25920
20.08.2025 14:28:00.000 GMT+0200,3337.555,3337.865,3336.585,3337.225,16500
20.08.2025 14:29:00.000 GMT+0200,3337.245,3338.125,3337.195,3337.795,23940
20.08.2025 14:30:00.000 GMT+0200,3337.835,3338.698,3337.825,3338.295,23100
20.08.2025 14:31:00.000 GMT+0200,3338.325,3338.915,3337.425,3338.298,37980
20.08.2025 14:32:00.000 GMT+0200,3338.965,3340.048,3338.385,3339.935,49980
20.08.2025 14:33:00.000 GMT+0200,3339.905,3341.598,3338.695,3339.145,55310
20.08.2025 14:34:00.000 GMT+0200,3339.075,3339.635,3338.348,3339.085,33060
20.08.2025 14:35:00.000 GMT+0200,3339.135,3340.148,3338.965,3339.035,41760
20.08.2025 14:36:00.000 GMT+0200,3339.135,3339.955,3338.285,3339.475,35220
20.08.2025 14:37:00.000 GMT+0200,3339.375,3339.765,3338.848,3339.765,23850
20.08.2025 14:38:00.000 GMT+0200,3339.785,3340.265,3339.455,3339.885,23400
20.08.2025 14:39:00.000 GMT+0200,3339.905,3340.165,3339.265,3339.975,16200
20.08.2025 14:40:00.000 GMT+0200,3339.945,3340.415,3339.675,3340.195,20850
20.08.2025 14:41:00.000 GMT+0200,3340.215,3340.905,3340.015,3340.375,19200
20.08.2025 14:42:00.000 GMT+0200,3340.355,3340.385,3339.175,3339.355,20520
20.08.2025 14:43:00.000 GMT+0200,3339.375,3339.585,3338.605,3339.548,22980
20.08.2025 14:44:00.000 GMT+0200,3339.555,3339.955,3338.695,3339.605,23070
20.08.2025 14:45:00.000 GMT+0200,3339.575,3340.015,3339.015,3339.305,22110
20.08.2025 14:46:00.000 GMT+0200,3339.305,3340.225,3339.225,3340.065,13650
20.08.2025 14:47:00.000 GMT+0200,3340.025,3340.725,3339.985,3340.395,15510
20.08.2025 14:48:00.000 GMT+0200,3340.375,3340.955,3340.325,3340.935,15690
20.08.2025 14:49:00.000 GMT+0200,3340.955,3341.595,3340.645,3340.905,20970
20.08.2025 14:50:00.000 GMT+0200,3340.925,3342.205,3340.715,3341.995,21660
20.08.2025 14:51:00.000 GMT+0200,3341.975,3342.085,3341.495,3341.985,15420
20.08.2025 14:52:00.000 GMT+0200,3342.015,3342.685,3341.885,3342.575,19800
20.08.2025 14:53:00.000 GMT+0200,3342.575,3342.875,3342.415,3342.765,17640
20.08.2025 14:54:00.000 GMT+0200,3342.745,3342.915,3341.795,3341.865,20010
20.08.2025 14:55:00.000 GMT+0200,3341.845,3342.775,3341.845,3342.775,13320
20.08.2025 14:56:00.000 GMT+0200,3342.805,3342.805,3342.245,3342.305,11940
20.08.2025 14:57:00.000 GMT+0200,3342.325,3343.325,3341.955,3343.305,16880
20.08.2025 14:58:00.000 GMT+0200,3343.285,3344.695,3343.285,3343.998,36650
20.08.2025 14:59:00.000 GMT+0200,3344.025,3344.098,3342.685,3342.685,24810
20.08.2025 15:00:00.000 GMT+0200,3342.665,3343.198,3340.915,3340.955,60990
20.08.2025 15:01:00.000 GMT+0200,3341.005,3341.755,3340.595,3340.955,33330
20.08.2025 15:02:00.000 GMT+0200,3340.985,3341.748,3340.755,3341.205,21210
20.08.2025 15:03:00.000 GMT+0200,3341.165,3342.065,3341.025,3342.048,23400
20.08.2025 15:04:00.000 GMT+0200,3342.065,3342.885,3341.565,3341.805,24420
20.08.2025 15:05:00.000 GMT+0200,3341.715,3341.715,3340.105,3340.435,28590
20.08.2025 15:06:00.000 GMT+0200,3340.415,3340.965,3340.115,3340.935,22380
20.08.2025 15:07:00.000 GMT+0200,3340.965,3341.135,3340.165,3340.695,19800
20.08.2025 15:08:00.000 GMT+0200,3340.685,3341.945,3340.195,3341.715,27060
20.08.2025 15:09:00.000 GMT+0200,3341.715,3342.345,3341.395,3342.325,19800
20.08.2025 15:10:00.000 GMT+0200,3342.295,3342.755,3341.595,3341.595,28140
20.08.2025 15:11:00.000 GMT+0200,3341.565,3342.275,3341.345,3341.715,18600
20.08.2025 15:12:00.000 GMT+0200,3341.865,3341.905,3341.345,3341.625,13200
20.08.2025 15:13:00.000 GMT+0200,3341.695,3341.835,3341.155,3341.745,12930
20.08.2025 15:14:00.000 GMT+0200,3341.765,3342.975,3341.495,3342.975,17610
20.08.2025 15:15:00.000 GMT+0200,3343.005,3343.598,3342.025,3342.198,35280
20.08.2025 15:16:00.000 GMT+0200,3342.198,3342.798,3342.135,3342.505,27090
20.08.2025 15:17:00.000 GMT+0200,3342.498,3343.198,3341.805,3342.035,20400
20.08.2025 15:18:00.000 GMT+0200,3342.035,3342.698,3342.005,3342.345,15360
20.08.2025 15:19:00.000 GMT+0200,3342.385,3342.405,3341.048,3341.048,23730
20.08.2025 15:20:00.000 GMT+0200,3341.075,3341.268,3340.365,3340.945,18300
20.08.2025 15:21:00.000 GMT+0200,3341.005,3341.525,3340.465,3340.635,14520
20.08.2025 15:22:00.000 GMT+0200,3340.665,3340.935,3340.345,3340.695,13740
20.08.2025 15:23:00.000 GMT+0200,3340.735,3340.848,3340.148,3340.165,15690
20.08.2025 15:24:00.000 GMT+0200,3340.065,3340.165,3339.548,3340.048,16860
20.08.2025 15:25:00.000 GMT+0200,3340.155,3340.155,3339.395,3339.585,15480
20.08.2025 15:26:00.000 GMT+0200,3339.605,3340.445,3339.605,3340.035,14370
20.08.2025 15:27:00.000 GMT+0200,3340.015,3340.035,3339.178,3339.385,17730
20.08.2025 15:28:00.000 GMT+0200,3339.385,3339.615,3338.705,3339.535,21330
20.08.2025 15:29:00.000 GMT+0200,3339.675,3340.575,3339.675,3340.575,16380
20.08.2025 15:30:00.000 GMT+0200,3340.595,3341.965,3340.305,3341.965,29760
20.08.2025 15:31:00.000 GMT+0200,3341.995,3342.495,3341.375,3342.495,32460
20.08.2025 15:32:00.000 GMT+0200,3342.525,3342.748,3341.825,3342.505,34220
20.08.2025 15:33:00.000 GMT+0200,3342.535,3343.598,3341.808,3341.898,37880
20.08.2025 15:34:00.000 GMT+0200,3341.918,3342.798,3341.708,3342.518,31980
20.08.2025 15:35:00.000 GMT+0200,3342.518,3342.798,3341.448,3341.958,44960
20.08.2025 15:36:00.000 GMT+0200,3341.958,3342.735,3341.845,3342.605,25380
20.08.2025 15:37:00.000 GMT+0200,3342.575,3342.928,3342.138,3342.835,23940
20.08.2025 15:38:00.000 GMT+0200,3342.898,3343.315,3342.455,3342.655,24910
20.08.2025 15:39:00.000 GMT+0200,3342.725,3342.965,3341.885,3342.185,20040
20.08.2025 15:40:00.000 GMT+0200,3342.225,3342.365,3341.655,3342.265,20910
20.08.2025 15:41:00.000 GMT+0200,3342.285,3342.925,3342.095,3342.355,17580
20.08.2025 15:42:00.000 GMT+0200,3342.405,3343.598,3342.405,3343.005,27600
20.08.2025 15:43:00.000 GMT+0200,3343.055,3343.515,3343.055,3343.288,19320
20.08.2025 15:44:00.000 GMT+0200,3343.295,3348.198,3343.295,3346.438,96490
20.08.2025 15:45:00.000 GMT+0200,3346.505,3346.698,3343.455,3343.718,73980
20.08.2025 15:46:00.000 GMT+0200,3343.615,3344.108,3342.345,3342.558,48630
20.08.2025 15:47:00.000 GMT+0200,3342.558,3343.875,3342.458,3343.128,41310
20.08.2025 15:48:00.000 GMT+0200,3343.128,3343.705,3342.128,3342.128,41460
20.08.2025 15:49:00.000 GMT+0200,3342.128,3342.138,3340.795,3340.815,39000
20.08.2025 15:50:00.000 GMT+0200,3340.835,3341.398,3340.165,3341.098,36510
20.08.2025 15:51:00.000 GMT+0200,3341.045,3342.185,3340.725,3341.845,39120
20.08.2025 15:52:00.000 GMT+0200,3341.865,3342.435,3341.765,3342.005,30840
20.08.2025 15:53:00.000 GMT+0200,3342.005,3342.915,3342.005,3342.775,30270
20.08.2025 15:54:00.000 GMT+0200,3342.759,3343.205,3342.385,3342.665,43260
20.08.2025 15:55:00.000 GMT+0200,3342.635,3342.828,3341.908,3342.638,33660
20.08.2025 15:56:00.000 GMT+0200,3342.638,3343.098,3342.405,3342.998,32580
20.08.2025 15:57:00.000 GMT+0200,3342.998,3345.098,3342.998,3344.998,53520
20.08.2025 15:58:00.000 GMT+0200,3344.998,3345.698,3344.755,3345.098,48510
20.08.2025 15:59:00.000 GMT+0200,3345.025,3345.398,3344.495,3344.698,61560
20.08.2025 16:00:00.000 GMT+0200,3344.898,3345.798,3343.795,3344.698,69170
20.08.2025 16:01:00.000 GMT+0200,3344.798,3344.998,3342.775,3342.928,60230
20.08.2025 16:02:00.000 GMT+0200,3342.898,3343.748,3341.808,3343.748,72200
20.08.2025 16:03:00.000 GMT+0200,3343.848,3344.748,3343.399,3343.765,39660
20.08.2025 16:04:00.000 GMT+0200,3343.848,3344.085,3343.285,3343.355,20190
20.08.2025 16:05:00.000 GMT+0200,3343.385,3343.965,3342.865,3343.535,27870
20.08.2025 16:06:00.000 GMT+0200,3343.555,3343.905,3342.115,3342.205,20550
20.08.2025 16:07:00.000 GMT+0200,3342.165,3342.195,3341.285,3341.315,22530
20.08.2025 16:08:00.000 GMT+0200,3341.285,3341.405,3340.455,3341.355,25650
20.08.2025 16:09:00.000 GMT+0200,3341.448,3341.548,3340.875,3341.048,27780
20.08.2025 16:10:00.000 GMT+0200,3341.148,3342.248,3340.785,3340.948,40700
20.08.2025 16:11:00.000 GMT+0200,3340.815,3341.548,3340.615,3340.948,36360
20.08.2025 16:12:00.000 GMT+0200,3340.948,3341.948,3340.898,3341.848,21510
20.08.2025 16:13:00.000 GMT+0200,3341.948,3342.548,3341.295,3342.448,29660
20.08.2025 16:14:00.000 GMT+0200,3342.448,3342.648,3341.748,3341.875,28740
20.08.2025 16:15:00.000 GMT+0200,3341.895,3342.048,3340.865,3340.948,21790
20.08.2025 16:16:00.000 GMT+0200,3340.948,3341.198,3340.065,3340.295,46670
20.08.2025 16:17:00.000 GMT+0200,3340.315,3340.355,3339.765,3340.248,21840
20.08.2025 16:18:00.000 GMT+0200,3340.245,3342.155,3340.195,3342.155,18990
20.08.2025 16:19:00.000 GMT+0200,3342.155,3342.785,3342.085,3342.745,19320
20.08.2025 16:20:00.000 GMT+0200,3342.725,3343.015,3342.555,3342.555,16910
20.08.2025 16:21:00.000 GMT+0200,3342.655,3342.748,3342.115,3342.648,19890
20.08.2025 16:22:00.000 GMT+0200,3342.775,3342.995,3342.225,3342.548,14160
20.08.2025 16:23:00.000 GMT+0200,3342.555,3342.895,3342.255,3342.555,16020
20.08.2025 16:24:00.000 GMT+0200,3342.585,3342.665,3341.635,3342.285,16140
20.08.2025 16:25:00.000 GMT+0200,3342.265,3342.515,3341.445,3342.485,16020
20.08.2025 16:26:00.000 GMT+0200,3342.485,3343.145,3342.205,3343.005,14430
20.08.2025 16:27:00.000 GMT+0200,3342.975,3343.985,3342.975,3343.665,22440
20.08.2025 16:28:00.000 GMT+0200,3343.745,3344.335,3343.495,3344.205,19020
20.08.2025 16:29:00.000 GMT+0200,3344.165,3344.535,3344.005,3344.225,18030
20.08.2025 16:30:00.000 GMT+0200,3344.245,3345.685,3344.075,3345.585,26070
20.08.2025 16:31:00.000 GMT+0200,3345.635,3346.045,3344.965,3345.115,27300
20.08.2025 16:32:00.000 GMT+0200,3345.025,3345.775,3345.005,3345.505,10860
20.08.2025 16:33:00.000 GMT+0200,3345.525,3346.298,3345.475,3345.498,21480
20.08.2025 16:34:00.000 GMT+0200,3345.498,3345.655,3345.198,3345.648,18450
20.08.2025 16:35:00.000 GMT+0200,3345.648,3346.048,3345.188,3345.748,24870
20.08.2025 16:36:00.000 GMT+0200,3345.748,3346.048,3344.448,3344.605,21420
20.08.2025 16:37:00.000 GMT+0200,3344.698,3346.748,3344.615,3346.498,25820
20.08.2025 16:38:00.000 GMT+0200,3346.498,3346.848,3345.805,3345.865,29990
20.08.2025 16:39:00.000 GMT+0200,3345.948,3346.548,3345.895,3346.248,17280
20.08.2025 16:40:00.000 GMT+0200,3346.248,3346.348,3345.305,3346.095,17340
20.08.2025 16:41:00.000 GMT+0200,3346.125,3346.265,3345.605,3346.148,17220
20.08.2025 16:42:00.000 GMT+0200,3346.185,3346.255,3345.315,3345.315,11700
20.08.2025 16:43:00.000 GMT+0200,3345.285,3346.145,3345.255,3345.765,16500
20.08.2025 16:44:00.000 GMT+0200,3345.725,3346.275,3345.595,3346.035,15570
20.08.2025 16:45:00.000 GMT+0200,3346.065,3346.765,3345.895,3346.415,22650
20.08.2025 16:46:00.000 GMT+0200,3346.445,3346.445,3345.495,3345.805,19260
20.08.2025 16:47:00.000 GMT+0200,3345.785,3349.348,3345.785,3348.448,80150
20.08.2025 16:48:00.000 GMT+0200,3348.348,3349.298,3347.755,3348.598,67150
20.08.2025 16:49:00.000 GMT+0200,3348.598,3350.198,3348.085,3349.298,87630
20.08.2025 16:50:00.000 GMT+0200,3349.198,3349.298,3346.885,3348.298,102750
20.08.2025 16:51:00.000 GMT+0200,3348.298,3348.298,3346.989,3347.548,74040
20.08.2025 16:52:00.000 GMT+0200,3347.469,3347.748,3346.919,3347.248,81600
20.08.2025 16:53:00.000 GMT+0200,3347.348,3347.575,3346.289,3347.155,63930
20.08.2025 16:54:00.000 GMT+0200,3347.175,3347.725,3346.905,3347.365,45840
20.08.2025 16:55:00.000 GMT+0200,3347.348,3347.725,3346.565,3347.295,29040
20.08.2025 16:56:00.000 GMT+0200,3347.295,3347.535,3346.825,3346.925,23370
20.08.2025 16:57:00.000 GMT+0200,3346.945,3348.298,3346.925,3348.225,31950
20.08.2025 16:58:00.000 GMT+0200,3348.225,3348.305,3347.465,3347.605,23790
20.08.2025 16:59:00.000 GMT+0200,3347.655,3347.845,3346.605,3346.725,31350
20.08.2025 17:00:00.000 GMT+0200,3346.725,3346.785,3346.155,3346.155,41280
20.08.2025 17:01:00.000 GMT+0200,3346.155,3346.305,3345.405,3345.735,23190
20.08.2025 17:02:00.000 GMT+0200,3345.735,3345.795,3344.748,3344.748,63660
20.08.2025 17:03:00.000 GMT+0200,3344.805,3345.455,3344.775,3345.395,66630
20.08.2025 17:04:00.000 GMT+0200,3345.395,3345.695,3344.785,3345.055,52380
20.08.2025 17:05:00.000 GMT+0200,3345.015,3345.255,3344.615,3345.045,41760
20.08.2025 17:06:00.000 GMT+0200,3345.065,3345.065,3343.865,3343.995,28440
